positnSn,positnNm,positnRgnNm,positnLotnoAddr,positnRdnmAddr,positnPstnAddExpln,positnPstnLat,positnPstnLot,positnIntdcCn,positnCnvncFcltSrvcExpln,prkMthdExpln,monSalsHrExplnCn,tuesSalsHrExplnCn,wedSalsHrExplnCn,thurSalsHrExplnCn,friSalsHrExplnCn,satSalsHrExplnCn,sunSalsHrExplnCn,lhldySalsHrExplnCn,lhldyDyoffCn,tmprLhldyCn,dyoffBgndeCn,dyoffEnddtCn,dyoffRsnExpln,bscTelnoCn,rprsTelnoCn,telnoExpln,indivTelnoCn,lnkgHmpgUrlAddr,indivRelSrchListCn,comRelSrwrdListCn,clctItemCn,etcMttrCn
24,복정re100,성남시,경기도 성남시 수정구 복정동 675 1,없음,복정3호 공영주차장 도보3분 177m,37.4608845,127.1264315,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re102은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","인근 복정3호 공영주차장 이용가능
(유료 1시간 기준 1,000원)  ",휴무,휴무,09:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3207)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
25,산성re100,성남시,경기도 성남시 수정구 산성동 563,"수정구 수정남로 306번길 15-16, 산성종합사회복지관",산성종합사회복지관 주차장 내,37.455732,127.153745,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re119은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약",주차불가,휴무,휴무,휴무,휴무,09:00 ~ 11:30,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3224)",031-746-0453,산성종합사회복지관,,https://recycle.seongnam.go.kr/,산성종합사회복지관,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
26,수진일re100,성남시,경기도 성남시 수정구 수진동 587 수정커뮤니티센터 공영주차장 1층,"수정구 탄리로 59, 수정커뮤니티센터 공영주차장 1층 외부",수정커뮤니티센터 외부 1층,37.4409248,127.1356668,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re104은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","수정커뮤니티센터 공영주차장
(유료 30분 기준 400원)",휴무,휴무,14:00 ~ 17:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3209)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,수정커뮤니티센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
27,신흥이re100,성남시,경기도 성남시 수정구 신흥2동 98,없음,천주교신흥동교회에서 도보 2분 (95m) ,37.4482047,127.1437425,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re100은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약, 대기공간",주차불가,휴무,09:00 ~ 12:00,휴무,휴무,휴무,14:00 ~ 17:00,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3205)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,성남자원순환가게re100 1호점,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
28,신흥삼re100,성남시,경기도 성남시 수정구 신흥동 2819 신흥3동,"수정구 공원로 349번길 8, 신흥3동 행정복지센터",신흥3동 행정복지센터 출입구 외부,37.4435055,127.1488318,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re120은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","신흥3동행정복지센터 주차가능(1시간 이내 무료, 1시간 초과 시 유료)",휴무,휴무,휴무,14:00 ~ 17:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3225)",031-729-5646,신흥3동행정복지센터,031-729-5646(신흥3동행정복지센터),https://recycle.seongnam.go.kr/,신흥3동행정복지센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
29,태평사re100,성남시,경기도 성남시 수정구 태평동 1546,수정구 태평로 108번길 16-1,태평4동 공영주차장 도보 4분(189m),37.4496374,127.1388045,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re101은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약, 대기공간","
인근 태평4동 공영주차장 이용가능
(유료 30분 기준 400원)  ",휴무,휴무,휴무,휴무,14:00 ~ 17:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3206)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
30,태평일re100,성남시,경기도 성남시 수정구 태평동 5202 태평1동커뮤니티센터,"수정구 성남대로 1290-1, 태평1동커뮤니티센터",태평1동 커뮤티센터 외부 ,37.445022,127.127224,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re118은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약",주차불가,14:00 ~ 17:00,휴무,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3223)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,태평1동커뮤니티센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
31,태평사re100-2호점,성남시,경기도 성남시 수정구 태평동 7292 태평4동,"수정구 남문로 134, 태평4동 행정복지센터",태평4동행정복지센터 외부,37.44802,127.1413065,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re103은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","태평4동행정복지센터(2시간 무료 주차, 이후 유료)",휴무,휴무,휴무,09:00 ~ 12:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3208)",031-729-5728,태평4동 행정복지센터,031-729-5728(태평4동 행정복지센터),https://recycle.seongnam.go.kr/,태평4동행정복지센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
32,금광이re100,성남시,경기도 성남시 중원구 금광동 3657 금광2동,"중원구 광명로 345, 금광2동 행정복지센터",금광2동 행정복지센터 출입구 내부,37.4461578,127.1641011,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re106은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약",금광2동행정복지센터 주차가능(9:00~18:00 업무시간 내 무료),휴무,14:00 ~ 17:00,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3211)",031-729-6667,금광2동 행정복지센터,031-729-6667(금광2동 행정복지센터),https://recycle.seongnam.go.kr/,금광2동행정복지센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
33,상대원일re100,성남시,경기도 성남시 중원구 상대원동 1336 상대원1동,"중원구 둔촌대로 425번길 44, 상대원1동 복지회관",상대원1동 복지회관 외부,37.4368711,127.1649009,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re108은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","상대원1동 복지회관 지하 주차장 
( 무료 이용가능 )",14:00 ~ 17:00,휴무,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3213)",031-747-3038,상대원1동 복지회관,031-747-3038(상대원1동 복지회관),https://recycle.seongnam.go.kr/,상대원1동복지회관,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
34,성남동re100,성남시,경기도 성남시 중원구 성남동 1404,"중원구 광명로 89, 성남동 행정복지센터",성남동 주민자치센터 외부 주차장 ,37.4351875,127.1390661,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re105은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","성남동행정복지센터(성남센트럴 푸르지오 시티 지하) 주차가능(30분 이내 무료, 30분 초과 시 유료)",휴무,휴무,휴무,14:00 ~ 17:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3210)",031-729-6841,성남동 행정복지센터,031-729-6841(성남동 행정복지센터),https://recycle.seongnam.go.kr/,성남동행정복지센터,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
35,성남시청re100,성남시,경기도 성남시 중원구 여수동 200,"중원구 성남대로 997, 성남시청 야외주차장 전기차 급속충전기 인근",성남시청 야외주차장 전기차 급속충전기 인근,37.4198824,127.1247143,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re112은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약","성남시청 주차장
[평일] 1시간 이내 주차 무료,
무료 1시간 후 추가 30분까지 300원, 초과 10분당 300원
[토요일] 무료 개방","09:00 ~ 12:00,
14:00 ~ 17:00","09:00 ~ 12:00,
14:00 ~ 17:00","09:00 ~ 12:00,
14:00 ~ 17:00","09:00 ~ 12:00,
14:00 ~ 17:00","09:00 ~ 12:00,
14:00 ~ 17:00",09:00~12:00,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3217)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,성남시청,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
36,은행이re100,성남시,경기도 성남시 중원구 은행2동 1361번지,없음,은행로 38 광명빌라 맞은편,37.4549839,127.1657928,"가정에서 나오는 깨끗한 재활용품을 가져오면 현금으로 전환할 수 있는 포인트를 드리는 성남자원순환가게re100입니다.
모인 자원은 100% 재활용을 목표로 하며,
성남자원순환가게re110은 기후위기 대응 및 순환경제(자원순환) 활성화에 기여합니다.

세부정보: 성남시 자원순환 플랫폼
https://recycle.seongnam.go.kr/","단체 이용 가능, 예약",주차불가,휴무,휴무,14:00 ~ 17:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,"경기도 성남시 자원순환과(031-729-3203, 3215)",031-729-3203,경기도 성남시 자원순환과,,https://recycle.seongnam.go.kr/,,"성남시 자원순환,성남자원순환가게re100,재활용품 보상,플라스틱,비닐,캔,분리배출,자원순환,순환경제,재활용","(플라스틱류)
무색페트병
PET
other
PE
PP
PS
(비닐류)
비닐
(캔류)
알루미늄
철","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
